Source,Target,Weight,Type,Source_Label,Target_Label
acupuncture_points,disability,3,Undirected,Acupuncture Points,Disability
anti_inflammatory_agents,anxiety,3,Undirected,Anti-Inflammatory Agents,Anxiety
anti_inflammatory_agents,depression,5,Undirected,Anti-Inflammatory Agents,Depression
comorbidity,parkinson_disease,2,Undirected,Comorbidity,Parkinson Disease
parkinson,parkinson_disease,3,Undirected,Parkinson,Parkinson Disease
comorbidity,neurogenic_inflammation,2,Undirected,Comorbidity,Neurogenic Inflammation
cortical_spreading_depression,diet,2,Undirected,Cortical Spreading Depression,Diet
cortical_spreading_depression,neurogenic_inflammation,3,Undirected,Cortical Spreading Depression,Neurogenic Inflammation
cortical_spreading_depression,stress,2,Undirected,Cortical Spreading Depression,Stress
depression,neurogenic_inflammation,3,Undirected,Depression,Neurogenic Inflammation
diet,stress,16,Undirected,Diet,Stress
diet,vestibular,3,Undirected,Diet,Vestibular
diet,vestibular_migraine,2,Undirected,Diet,Vestibular Migraine
diet,weather,2,Undirected,Diet,Weather
neurogenic_inflammation,stress,2,Undirected,Neurogenic Inflammation,Stress
stress,vestibular,7,Undirected,Stress,Vestibular
stress,vestibular_migraine,6,Undirected,Stress,Vestibular Migraine
stress,weather,7,Undirected,Stress,Weather
daily_functioning,disability,4,Undirected,Daily Functioning,Disability
combined_modality_therapy,stress,6,Undirected,Combined Modality Therapy,Stress
combined_modality_therapy,triptans,5,Undirected,Combined Modality Therapy,Triptans
medication_overuse_headache,triptans,10,Undirected,Medication Overuse Headache,Triptans
quality,sleep_deprivation,3,Undirected,Quality,Sleep Deprivation
quality,triptans,3,Undirected,Quality,Triptans
sleep_deprivation,stress,4,Undirected,Sleep Deprivation,Stress
stress,triptans,3,Undirected,Stress,Triptans
erenumab,health_related_quality_life,3,Undirected,Erenumab,Health-Related Quality Life
health_related_quality_life,quality_life,20,Undirected,Health-Related Quality Life,Quality Life
epilepsy,topiramate,2,Undirected,Epilepsy,Topiramate
cerebrovascular,ischemic_stroke,2,Undirected,Cerebrovascular,Ischemic Stroke
cerebrovascular,stroke,6,Undirected,Cerebrovascular,Stroke
ischemic_stroke,thrombolytic_therapy,2,Undirected,Ischemic Stroke,Thrombolytic Therapy
ischemic_stroke,treatment_outcome,2,Undirected,Ischemic Stroke,Treatment Outcome
ischemic_stroke,vascular,13,Undirected,Ischemic Stroke,Vascular
stroke,thrombolytic_therapy,6,Undirected,Stroke,Thrombolytic Therapy
thrombolytic_therapy,treatment_outcome,6,Undirected,Thrombolytic Therapy,Treatment Outcome
thrombolytic_therapy,vascular,3,Undirected,Thrombolytic Therapy,Vascular
treatment_outcome,vascular,27,Undirected,Treatment Outcome,Vascular
depression,posttraumatic_stress_disorder,2,Undirected,Depression,Posttraumatic Stress Disorder
asthma,hypertension,7,Undirected,Asthma,Hypertension
bipolar,hypertension,4,Undirected,Bipolar,Hypertension
manual_therapy,treatment_outcome,3,Undirected,Manual Therapy,Treatment Outcome
acupuncture,acupuncture_therapy,83,Undirected,Acupuncture,Acupuncture Therapy
acupuncture,chronic_pain,3,Undirected,Acupuncture,Chronic Pain
acupuncture_therapy,chronic_pain,3,Undirected,Acupuncture Therapy,Chronic Pain
disability,manual_therapy,7,Undirected,Disability,Manual Therapy
calcitonin_gene_related,health_related_quality_life,4,Undirected,Calcitonin Gene-Related,Health-Related Quality Life
calcitonin_gene_related_peptid,monoclonal_antibodies,47,Undirected,Calcitonin Gene-Related Peptide,Monoclonal Antibodies
calcitonin_gene_related_peptid,monthly_migraine_days,12,Undirected,Calcitonin Gene-Related Peptide,Monthly Migraine Days
disability,health_related_quality_life,10,Undirected,Disability,Health-Related Quality Life
erenumab,monthly_migraine_days,23,Undirected,Erenumab,Monthly Migraine Days
galcanezumab,monthly_migraine_days,10,Undirected,Galcanezumab,Monthly Migraine Days
health_related_quality_life,monthly_migraine_days,2,Undirected,Health-Related Quality Life,Monthly Migraine Days
health_related_quality_life,treatment_outcome,5,Undirected,Health-Related Quality Life,Treatment Outcome
monoclonal_antibodies,monthly_migraine_days,16,Undirected,Monoclonal Antibodies,Monthly Migraine Days
monoclonal_antibodies,treatment_outcome,29,Undirected,Monoclonal Antibodies,Treatment Outcome
disability,moh,13,Undirected,Disability,Moh
medication_overuse_headache,vascular,3,Undirected,Medication Overuse Headache,Vascular
anxiety,central_sensitization,8,Undirected,Anxiety,Central Sensitization
central_sensitization,quality_life,9,Undirected,Central Sensitization,Quality Life
botulinum,headache_days,34,Undirected,Botulinum,Headache Days
botulinum_toxins,disability_evaluation,2,Undirected,Botulinum Toxins,Disability Evaluation
botulinum_toxins,headache_days,31,Undirected,Botulinum Toxins,Headache Days
headache_days,onabotulinumtoxina,16,Undirected,Headache Days,Onabotulinumtoxina
cost_illness,mindfulness,2,Undirected,Cost Illness,Mindfulness
disability,disease_burden,4,Undirected,Disability,Disease Burden
disease_burden,quality,2,Undirected,Disease Burden,Quality
disease_burden,quality_life,4,Undirected,Disease Burden,Quality Life
disease_burden,stress,2,Undirected,Disease Burden,Stress
mindfulness,quality,2,Undirected,Mindfulness,Quality
quality,social_stigma,2,Undirected,Quality,Social Stigma
quality,stigma,4,Undirected,Quality,Stigma
electric_stimulation_therapy,headache_days,3,Undirected,Electric Stimulation Therapy,Headache Days
headache_days,nerve_stimulation,14,Undirected,Headache Days,Nerve Stimulation
headache_days,occipital_nerve,12,Undirected,Headache Days,Occipital Nerve
headache_days,occipital_nerve_stimulation,5,Undirected,Headache Days,Occipital Nerve Stimulation
occipital_nerve_stimulation,treatment_outcome,5,Undirected,Occipital Nerve Stimulation,Treatment Outcome
disability,neuromodulation,23,Undirected,Disability,Neuromodulation
monthly_migraine_days,neuromodulation,7,Undirected,Monthly Migraine Days,Neuromodulation
depression,rls,11,Undirected,Depression,Rls
quality_life,treatment_patterns,2,Undirected,Quality Life,Treatment Patterns
disability,therapy,19,Undirected,Disability,Therapy
medication_overuse,migraine_therapy,4,Undirected,Medication Overuse,Migraine Therapy
migraine_therapy,stigma,3,Undirected,Migraine Therapy,Stigma
central_nervous_sensitization,central_sensitization,5,Undirected,Central Nervous Sensitization,Central Sensitization
central_nervous_sensitization,comorbidity,4,Undirected,Central Nervous Sensitization,Comorbidity
calcitonin_gene_related,economic_burden,4,Undirected,Calcitonin Gene-Related,Economic Burden
calcitonin_gene_related,preventive_treatment,5,Undirected,Calcitonin Gene-Related,Preventive Treatment
calcitonin_gene_related,quality,2,Undirected,Calcitonin Gene-Related,Quality
calcitonin_gene_related_peptid,economic_burden,3,Undirected,Calcitonin Gene-Related Peptide,Economic Burden
calcitonin_gene_related_peptid,preventive_treatment,3,Undirected,Calcitonin Gene-Related Peptide,Preventive Treatment
calcitonin_gene_related_peptid,preventive_treatment,2,Undirected,Calcitonin Gene-Related Peptide Receptor,Preventive Treatment
calcitonin_gene_related_peptid,quality,2,Undirected,Calcitonin Gene-Related Peptide Receptor,Quality
calcitonin_gene_related_peptid,quality_life,9,Undirected,Calcitonin Gene-Related Peptide Receptor,Quality Life
economic_burden,monoclonal_antibodies,6,Undirected,Economic Burden,Monoclonal Antibodies
economic_burden,preventive_treatment,2,Undirected,Economic Burden,Preventive Treatment
economic_burden,quality,3,Undirected,Economic Burden,Quality
monoclonal_antibodies,preventive_treatment,6,Undirected,Monoclonal Antibodies,Preventive Treatment
monoclonal_antibodies,quality,2,Undirected,Monoclonal Antibodies,Quality
preventive_treatment,quality_life,8,Undirected,Preventive Treatment,Quality Life
disability,pain_management,15,Undirected,Disability,Pain Management
electric_stimulation_therapy,pain_management,5,Undirected,Electric Stimulation Therapy,Pain Management
electric_stimulation_therapy,stress,2,Undirected,Electric Stimulation Therapy,Stress
headache_days,neuromodulation,16,Undirected,Headache Days,Neuromodulation
nerve_stimulation,pain_management,8,Undirected,Nerve Stimulation,Pain Management
nerve_stimulation,stress,2,Undirected,Nerve Stimulation,Stress
neuromodulation,pain_management,14,Undirected,Neuromodulation,Pain Management
neuromodulation,stress,3,Undirected,Neuromodulation,Stress
occipital_nerve,pain_management,9,Undirected,Occipital Nerve,Pain Management
pain_management,stress,2,Undirected,Pain Management,Stress
neurogenic_inflammation,treatment_outcome,4,Undirected,Neurogenic Inflammation,Treatment Outcome
neurogenic_inflammation,trigeminal,2,Undirected,Neurogenic Inflammation,Trigeminal
comorbidity,health_related_quality_life,2,Undirected,Comorbidity,Health-Related Quality Life
disability_evaluation,health_related_quality_life,4,Undirected,Disability Evaluation,Health-Related Quality Life
headache_days,health_related_quality_life,7,Undirected,Headache Days,Health-Related Quality Life
health_related_quality_life,hospitalization,3,Undirected,Health-Related Quality Life,Hospitalization
stigma,stigmatization,3,Undirected,Stigma,Stigmatization
topiramate,treatment,3,Undirected,Topiramate,Treatment
disability,emergency_department,10,Undirected,Disability,Emergency Department
emergency_department,headache_days,4,Undirected,Emergency Department,Headache Days
emergency_department,quality_life,11,Undirected,Emergency Department,Quality Life
emergency_department,treatment_outcome,22,Undirected,Emergency Department,Treatment Outcome
headache_days,relaxation,4,Undirected,Headache Days,Relaxation
anxiety_disorders,inflammatory,2,Undirected,Anxiety Disorders,Inflammatory
anxiety_disorders,stroke,2,Undirected,Anxiety Disorders,Stroke
cardiovascular,cardiovascular_diseases,2,Undirected,Cardiovascular,Cardiovascular Diseases
cardiovascular,chronic_pain,2,Undirected,Cardiovascular,Chronic Pain
cardiovascular,depression,2,Undirected,Cardiovascular,Depression
cardiovascular,hypertension,10,Undirected,Cardiovascular,Hypertension
cardiovascular_diseases,comorbidity,4,Undirected,Cardiovascular Diseases,Comorbidity
cardiovascular_diseases,depression,2,Undirected,Cardiovascular Diseases,Depression
cardiovascular_diseases,hypertension,3,Undirected,Cardiovascular Diseases,Hypertension
cardiovascular_diseases,inflammatory,2,Undirected,Cardiovascular Diseases,Inflammatory
cardiovascular_diseases,stroke,7,Undirected,Cardiovascular Diseases,Stroke
cardiovascular_diseases,vascular,17,Undirected,Cardiovascular Diseases,Vascular
chronic_pain,hypertension,2,Undirected,Chronic Pain,Hypertension
chronic_pain,inflammatory,5,Undirected,Chronic Pain,Inflammatory
chronic_pain,stroke,3,Undirected,Chronic Pain,Stroke
chronic_pain,vascular,5,Undirected,Chronic Pain,Vascular
acupuncture_points,acupuncture_therapy,19,Undirected,Acupuncture Points,Acupuncture Therapy
anxiety_disorders,stress,3,Undirected,Anxiety Disorders,Stress
central_sensitization,headache_days,6,Undirected,Central Sensitization,Headache Days
cluster_headache,epilepsy,4,Undirected,Cluster Headache,Epilepsy
hypertension,insomnia,2,Undirected,Hypertension,Insomnia
physical_therapy,vestibular,4,Undirected,Physical Therapy,Vestibular
physical_therapy,vestibular_migraine,3,Undirected,Physical Therapy,Vestibular Migraine
hospitalization,triptans,3,Undirected,Hospitalization,Triptans
hospitalization,vascular,2,Undirected,Hospitalization,Vascular
anxiety,dietary,2,Undirected,Anxiety,Dietary
anxiety,sleep_quality,5,Undirected,Anxiety,Sleep Quality
depression,dietary,2,Undirected,Depression,Dietary
dietary,migraine_therapy,2,Undirected,Dietary,Migraine Therapy
dietary,quality_life,5,Undirected,Dietary,Quality Life
dietary,stress,3,Undirected,Dietary,Stress
dietary,treatment_outcome,2,Undirected,Dietary,Treatment Outcome
migraine_therapy,sleep_quality,2,Undirected,Migraine Therapy,Sleep Quality
migraine_therapy,stress,12,Undirected,Migraine Therapy,Stress
sleep_quality,stress,4,Undirected,Sleep Quality,Stress
sleep_quality,treatment_outcome,3,Undirected,Sleep Quality,Treatment Outcome
asthma,epilepsy,4,Undirected,Asthma,Epilepsy
asthma,stress,3,Undirected,Asthma,Stress
depression,panic_disorder,2,Undirected,Depression,Panic Disorder
epilepsy,sleep_apnea,2,Undirected,Epilepsy,Sleep Apnea
acupuncture_therapy,headache_days,7,Undirected,Acupuncture Therapy,Headache Days
anti_cgrp_monoclonal_antibodie,botulinum,3,Undirected,Anti-Cgrp Monoclonal Antibodies,Botulinum
anti_cgrp_monoclonal_antibodie,botulinum_toxins,3,Undirected,Anti-Cgrp Monoclonal Antibodies,Botulinum Toxins
anti_cgrp_monoclonal_antibodie,calcitonin_gene_related,4,Undirected,Anti-Cgrp Monoclonal Antibodies,Calcitonin Gene-Related
anti_cgrp_monoclonal_antibodie,disability,3,Undirected,Anti-Cgrp Monoclonal Antibodies,Disability
anti_cgrp_monoclonal_antibodie,drug_therapy,3,Undirected,Anti-Cgrp Monoclonal Antibodies,Drug Therapy
anti_cgrp_monoclonal_antibodie,erenumab,3,Undirected,Anti-Cgrp Monoclonal Antibodies,Erenumab
anti_cgrp_monoclonal_antibodie,fremanezumab,2,Undirected,Anti-Cgrp Monoclonal Antibodies,Fremanezumab
anti_cgrp_monoclonal_antibodie,headache_days,2,Undirected,Anti-Cgrp Monoclonal Antibodies,Headache Days
anti_cgrp_monoclonal_antibodie,monoclonal_antibodies,3,Undirected,Anti-Cgrp Monoclonal Antibodies,Monoclonal Antibodies
anti_cgrp_monoclonal_antibodie,onabotulinumtoxina,3,Undirected,Anti-Cgrp Monoclonal Antibodies,Onabotulinumtoxina
anti_cgrp_monoclonal_antibodie,quality_life,3,Undirected,Anti-Cgrp Monoclonal Antibodies,Quality Life
anti_cgrp_monoclonal_antibodie,treatment_outcome,5,Undirected,Anti-Cgrp Monoclonal Antibodies,Treatment Outcome
botulinum,drug_therapy,7,Undirected,Botulinum,Drug Therapy
botulinum,fremanezumab,3,Undirected,Botulinum,Fremanezumab
botulinum,monoclonal_antibodies,16,Undirected,Botulinum,Monoclonal Antibodies
botulinum_toxins,calcitonin_gene_related,12,Undirected,Botulinum Toxins,Calcitonin Gene-Related
botulinum_toxins,drug_therapy,7,Undirected,Botulinum Toxins,Drug Therapy
botulinum_toxins,fremanezumab,4,Undirected,Botulinum Toxins,Fremanezumab
botulinum_toxins,monoclonal_antibodies,10,Undirected,Botulinum Toxins,Monoclonal Antibodies
calcitonin_gene_related,drug_therapy,14,Undirected,Calcitonin Gene-Related,Drug Therapy
calcitonin_gene_related,onabotulinumtoxina,4,Undirected,Calcitonin Gene-Related,Onabotulinumtoxina
disability,drug_therapy,6,Undirected,Disability,Drug Therapy
drug_therapy,erenumab,4,Undirected,Drug Therapy,Erenumab
drug_therapy,fremanezumab,4,Undirected,Drug Therapy,Fremanezumab
drug_therapy,headache_days,5,Undirected,Drug Therapy,Headache Days
drug_therapy,monoclonal_antibodies,5,Undirected,Drug Therapy,Monoclonal Antibodies
drug_therapy,onabotulinumtoxina,3,Undirected,Drug Therapy,Onabotulinumtoxina
fremanezumab,onabotulinumtoxina,4,Undirected,Fremanezumab,Onabotulinumtoxina
headache_days,monoclonal_antibodies,19,Undirected,Headache Days,Monoclonal Antibodies
monoclonal_antibodies,onabotulinumtoxina,4,Undirected,Monoclonal Antibodies,Onabotulinumtoxina
cerebrovascular,epilepsy,2,Undirected,Cerebrovascular,Epilepsy
cerebrovascular,hypertension,2,Undirected,Cerebrovascular,Hypertension
epilepsy,hospitalization,3,Undirected,Epilepsy,Hospitalization
hospitalization,hypertension,2,Undirected,Hospitalization,Hypertension
hospitalization,stroke,4,Undirected,Hospitalization,Stroke
hypertension,therapy,4,Undirected,Hypertension,Therapy
therapy,vascular,9,Undirected,Therapy,Vascular
chronic_pain,triptans,2,Undirected,Chronic Pain,Triptans
cost,healthcare_cost,2,Undirected,Cost,Healthcare Cost
cost,triptans,2,Undirected,Cost,Triptans
cost_illness,healthcare_cost,6,Undirected,Cost Illness,Healthcare Cost
healthcare_cost,triptans,2,Undirected,Healthcare Cost,Triptans
chronic_therapy,quality_life,2,Undirected,Chronic Therapy,Quality Life
migraine_therapy,preventive_treatment,7,Undirected,Migraine Therapy,Preventive Treatment
anxiety,medication_overuse_headache,4,Undirected,Anxiety,Medication-Overuse Headache
comorbidity,medication_overuse_headache,3,Undirected,Comorbidity,Medication-Overuse Headache
calcitonin_gene_related_peptid,cluster_headache,2,Undirected,Calcitonin Gene-Related Peptide Receptor Use,Cluster Headache
calcitonin_gene_related_peptid,vagus_nerve_stimulation,2,Undirected,Calcitonin Gene-Related Peptide Receptor Use,Vagus Nerve Stimulation
cluster_headache,cost_benefit,2,Undirected,Cluster Headache,Cost-Benefit
cluster_headache,erenumab,5,Undirected,Cluster Headache,Erenumab
cost_benefit,erenumab,3,Undirected,Cost-Benefit,Erenumab
cost_benefit,quality_life,10,Undirected,Cost-Benefit,Quality Life
